"","mean","sd","model_class","dataset","ci_coh1","ci_coh2"
"1",0.703306043678991,0.0796504319979657,"PrioLasso","gene_pData_blocks","0.755285875140748","0.833180287725742"
"2",0.695124258426519,0.0586264666778007,"PrioLasso","gene_blocks","0.744401351182284","0.779614325068871"
