"","feature","value","dataset","model_class"
"847","ENSG00000184661",0.000152901302209352,"Intersection","RSF"
"848","ENSG00000184719",1.69890335788292e-05,"Intersection","RSF"
"849","ENSG00000184787",0.000267577278866393,"Intersection","RSF"
"850","ENSG00000184898",0.000424725839470619,"Intersection","RSF"
"851","ENSG00000184985",5.52143591311394e-05,"Intersection","RSF"
"852","ENSG00000184986",3.39780671575474e-05,"Intersection","RSF"
"853","ENSG00000185000",0.000280319054050571,"Intersection","RSF"
"854","ENSG00000185269",0.00018687936936701,"Intersection","RSF"
"855","ENSG00000185278",0.000106181459867627,"Intersection","RSF"
"856","ENSG00000185559",8.91924262887978e-05,"Intersection","RSF"
"857","ENSG00000185621",6.3708875920554e-05,"Intersection","RSF"
"858","ENSG00000185624",0.00072628118549467,"Intersection","RSF"
"859","ENSG00000185658",4.2472583946962e-05,"Intersection","RSF"
"860","ENSG00000185670",0.000203868402945839,"Intersection","RSF"
"861","ENSG00000185721",0.000365264221944717,"Intersection","RSF"
"862","ENSG00000185873",0.000216610178130017,"Intersection","RSF"
"863","ENSG00000186047",0.00107455637386067,"Intersection","RSF"
"864","ENSG00000186081",0.000331286154787058,"Intersection","RSF"
"865","ENSG00000186106",0.000169890335788181,"Intersection","RSF"
"866","ENSG00000186130",0.000250588245287564,"Intersection","RSF"
"867","ENSG00000186417",1.69890335788292e-05,"Intersection","RSF"
"868","ENSG00000186442",0.000513918265759417,"Intersection","RSF"
"869","ENSG00000186451",0.000191126627761773,"Intersection","RSF"
"870","ENSG00000186469",6.3708875920554e-05,"Intersection","RSF"
"871","ENSG00000186480",8.4945167894146e-06,"Intersection","RSF"
"872","ENSG00000186603",0.000339780671576473,"Intersection","RSF"
"873","ENSG00000186868",5.09671007363766e-05,"Intersection","RSF"
"874","ENSG00000186895",0.000110428718262279,"Intersection","RSF"
"875","ENSG00000187017",0.000208115661340602,"Intersection","RSF"
"876","ENSG00000187116",2.1236291973481e-05,"Intersection","RSF"
"877","ENSG00000187372",0.000169890335788181,"Intersection","RSF"
"878","ENSG00000187535",4.67198423417248e-05,"Intersection","RSF"
"879","ENSG00000188379",9.34396846834495e-05,"Intersection","RSF"
"880","ENSG00000188582",0.000101934201472864,"Intersection","RSF"
"881","ENSG00000188647",0.000135912268630523,"Intersection","RSF"
"882","ENSG00000188906",0.000101934201472864,"Intersection","RSF"
"883","ENSG00000188994",0.000152901302209352,"Intersection","RSF"
"884","ENSG00000188996",9.34396846834495e-05,"Intersection","RSF"
"885","ENSG00000189369",6.3708875920554e-05,"Intersection","RSF"
"886","ENSG00000196182",5.52143591311394e-05,"Intersection","RSF"
"887","ENSG00000196284",2.54835503682438e-05,"Intersection","RSF"
"888","ENSG00000196357",0.000127417751841108,"Intersection","RSF"
"889","ENSG00000196465",0.000454456648233514,"Intersection","RSF"
"890","ENSG00000196476",0.000144406785419937,"Intersection","RSF"
"891","ENSG00000196549",0.000356769705155302,"Intersection","RSF"
"892","ENSG00000196597",7.22033927099686e-05,"Intersection","RSF"
"893","ENSG00000196611",2.97308087628956e-05,"Intersection","RSF"
"894","ENSG00000196678",4.67198423417248e-05,"Intersection","RSF"
"895","ENSG00000196683",8.4945167894146e-06,"Intersection","RSF"
"896","ENSG00000196684",0.000140159527025285,"Intersection","RSF"
"897","ENSG00000196704",0.000339780671576473,"Intersection","RSF"
"898","ENSG00000196834",0.00048418745699641,"Intersection","RSF"
"899","ENSG00000197265",7.64506511046203e-05,"Intersection","RSF"
"900","ENSG00000197324",0.000564885366495904,"Intersection","RSF"
"901","ENSG00000197535",0.000191126627761773,"Intersection","RSF"
"902","ENSG00000197565",0.0001486540438147,"Intersection","RSF"
"903","ENSG00000197580",0.000713539410310604,"Intersection","RSF"
"904","ENSG00000197641",5.52143591311394e-05,"Intersection","RSF"
"905","ENSG00000197653",8.06979094993832e-05,"Intersection","RSF"
"906","ENSG00000197892",2.54835503682438e-05,"Intersection","RSF"
"907","ENSG00000197893",4.2472583946962e-05,"Intersection","RSF"
"908","ENSG00000197928",0.000110428718262279,"Intersection","RSF"
"909","ENSG00000197937",0.000475692940206995,"Intersection","RSF"
"910","ENSG00000197982",1.69890335788292e-05,"Intersection","RSF"
"911","ENSG00000198001",0.000560638108101141,"Intersection","RSF"
"912","ENSG00000198046",0.000263330020471741,"Intersection","RSF"
"913","ENSG00000198162",0.000114675976657042,"Intersection","RSF"
"914","ENSG00000198231",0.000118923235051693,"Intersection","RSF"
"915","ENSG00000198265",3.39780671575474e-05,"Intersection","RSF"
"916","ENSG00000198270",0.000135912268630523,"Intersection","RSF"
"917","ENSG00000198276",0.000560638108101141,"Intersection","RSF"
"918","ENSG00000198522",0.000254835503682327,"Intersection","RSF"
"919","ENSG00000198542",0.00072628118549467,"Intersection","RSF"
"920","ENSG00000198648",0.000144406785419937,"Intersection","RSF"
"921","ENSG00000198680",0.000157148560604115,"Intersection","RSF"
"922","ENSG00000198734",0.000369511480339368,"Intersection","RSF"
"923","ENSG00000198768",0.000118923235051693,"Intersection","RSF"
"924","ENSG00000198807",0.000488434715391173,"Intersection","RSF"
"925","ENSG00000198853",0.000208115661340602,"Intersection","RSF"
"926","ENSG00000198881",1.27417751840664e-05,"Intersection","RSF"
"927","ENSG00000198889",0.000543649074522312,"Intersection","RSF"
"928","ENSG00000198929",2.97308087628956e-05,"Intersection","RSF"
"929","ENSG00000198964",9.76869430782124e-05,"Intersection","RSF"
"930","ENSG00000203737",1.27417751840664e-05,"Intersection","RSF"
"931","ENSG00000203760",0.000280319054050571,"Intersection","RSF"
"932","ENSG00000203879",4.24725839465179e-06,"Intersection","RSF"
"933","ENSG00000203907",0.000386500513918198,"Intersection","RSF"
"934","ENSG00000204287",0.000161395818998766,"Intersection","RSF"
"935","ENSG00000204439",0.000123170493446456,"Intersection","RSF"
"936","ENSG00000204525",1.69890335788292e-05,"Intersection","RSF"
"937","ENSG00000204866",4.24725839465179e-06,"Intersection","RSF"
"938","ENSG00000204947",8.06979094993832e-05,"Intersection","RSF"
"939","ENSG00000205352",0.000157148560604115,"Intersection","RSF"
"940","ENSG00000206075",8.06979094993832e-05,"Intersection","RSF"
"941","ENSG00000213523",0.000165643077393529,"Intersection","RSF"
"942","ENSG00000213625",1.69890335788292e-05,"Intersection","RSF"
"943","ENSG00000214063",0.000157148560604115,"Intersection","RSF"
"944","ENSG00000214140",0.000314297121208229,"Intersection","RSF"
"945","ENSG00000215018",0.000356769705155302,"Intersection","RSF"
"946","ENSG00000215114",8.4945167894146e-06,"Intersection","RSF"
"947","ENSG00000215187",0.000462951165022929,"Intersection","RSF"
"948","ENSG00000215788",6.79561343152058e-05,"Intersection","RSF"
"949","ENSG00000218823",2.1236291973481e-05,"Intersection","RSF"
"950","ENSG00000224470",0.000369511480339368,"Intersection","RSF"
"951","ENSG00000237353",0.000318544379602881,"Intersection","RSF"
"952","ENSG00000239306",7.22033927099686e-05,"Intersection","RSF"
"953","ENSG00000239900",4.67198423417248e-05,"Intersection","RSF"
"954","ENSG00000240891",8.4945167894146e-06,"Intersection","RSF"
"955","ENSG00000243232",0.00033553341318171,"Intersection","RSF"
"956","ENSG00000243649",2.54835503682438e-05,"Intersection","RSF"
"957","ENSG00000244486",0.000671066826363531,"Intersection","RSF"
"958","ENSG00000247746",0.000110428718262279,"Intersection","RSF"
"959","ENSG00000249115",0.000127417751841108,"Intersection","RSF"
"960","ENSG00000258659",0.000135912268630523,"Intersection","RSF"
"961","ENSG00000258947",0.000106181459867627,"Intersection","RSF"
"962","ENSG00000266964",2.1236291973481e-05,"Intersection","RSF"
"963","ENSG00000270765",2.54835503682438e-05,"Intersection","RSF"
"964","ENSG00000273045",1.27417751840664e-05,"Intersection","RSF"
"965","ENSG00000004660",0.000140159527025396,"pData_Intersection","RSF"
"966","ENSG00000004846",0.000212362919735365,"pData_Intersection","RSF"
"967","ENSG00000004975",4.24725839476281e-06,"pData_Intersection","RSF"
"968","ENSG00000005007",3.82253255524212e-05,"pData_Intersection","RSF"
"969","ENSG00000005100",0.000140159527025396,"pData_Intersection","RSF"
"970","ENSG00000005884",3.82253255524212e-05,"pData_Intersection","RSF"
"971","ENSG00000005981",2.97308087630066e-05,"pData_Intersection","RSF"
"972","ENSG00000006282",0.000288813570840096,"pData_Intersection","RSF"
"973","ENSG00000006659",0.000327038896392406,"pData_Intersection","RSF"
"974","ENSG00000007306",6.79561343153168e-05,"pData_Intersection","RSF"
"975","ENSG00000007350",1.27417751841774e-05,"pData_Intersection","RSF"
"976","ENSG00000007376",0.00101084749794011,"pData_Intersection","RSF"
"977","ENSG00000007384",0.000356769705155413,"pData_Intersection","RSF"
"978","ENSG00000007933",3.39780671576584e-05,"pData_Intersection","RSF"
"979","ENSG00000008130",2.54835503682438e-05,"pData_Intersection","RSF"
"980","ENSG00000008256",8.4945167894146e-06,"pData_Intersection","RSF"
"981","ENSG00000008853",5.52143591312504e-05,"pData_Intersection","RSF"
"982","ENSG00000009830",0.000114675976657153,"pData_Intersection","RSF"
"983","ENSG00000009844",4.2472583947073e-05,"pData_Intersection","RSF"
"984","ENSG00000010030",5.09671007364876e-05,"pData_Intersection","RSF"
"985","ENSG00000010292",0.000186879369367121,"pData_Intersection","RSF"
"986","ENSG00000011243",9.76869430783234e-05,"pData_Intersection","RSF"
"987","ENSG00000011677",0.000140159527025396,"pData_Intersection","RSF"
"988","ENSG00000012983",1.27417751841774e-05,"pData_Intersection","RSF"
"989","ENSG00000013275",0.000237846470103609,"pData_Intersection","RSF"
"990","ENSG00000013573",0.000101934201472975,"pData_Intersection","RSF"
"991","ENSG00000013588",0.000178384852577707,"pData_Intersection","RSF"
"992","ENSG00000013810",0.000144406785420048,"pData_Intersection","RSF"
"993","ENSG00000014164",0.000157148560604226,"pData_Intersection","RSF"
"994","ENSG00000015171",6.79561343153168e-05,"pData_Intersection","RSF"
"995","ENSG00000015520",4.2472583947073e-05,"pData_Intersection","RSF"
"996","ENSG00000019505",5.94616175259022e-05,"pData_Intersection","RSF"
"997","ENSG00000023608",0.000305802604418925,"pData_Intersection","RSF"
"998","ENSG00000023892",0.000127417751841219,"pData_Intersection","RSF"
"999","ENSG00000024862",2.1236291973592e-05,"pData_Intersection","RSF"
"1000","ENSG00000025770",0.000378005997128894,"pData_Intersection","RSF"
"1001","ENSG00000026103",0.000509671007364765,"pData_Intersection","RSF"
"1002","ENSG00000026508",8.91924262889088e-05,"pData_Intersection","RSF"
"1003","ENSG00000026652",0.000152901302209463,"pData_Intersection","RSF"
"1004","ENSG00000027869",0.000135912268630634,"pData_Intersection","RSF"
"1005","ENSG00000028137",8.4945167894146e-06,"pData_Intersection","RSF"
"1006","ENSG00000029153",0.00020386840294595,"pData_Intersection","RSF"
"1007","ENSG00000033327",0.000106181459867738,"pData_Intersection","RSF"
"1008","ENSG00000033627",1.69890335788292e-05,"pData_Intersection","RSF"
"1009","ENSG00000034239",1.69890335788292e-05,"pData_Intersection","RSF"
"1010","ENSG00000035115",2.97308087630066e-05,"pData_Intersection","RSF"
"1011","ENSG00000036054",7.22033927100796e-05,"pData_Intersection","RSF"
"1012","ENSG00000037474",0.000403489547497138,"pData_Intersection","RSF"
"1013","ENSG00000037749",8.4945167894146e-06,"pData_Intersection","RSF"
"1014","ENSG00000038002",5.52143591312504e-05,"pData_Intersection","RSF"
"1015","ENSG00000038295",2.97308087630066e-05,"pData_Intersection","RSF"
"1016","ENSG00000039319",4.24725839476281e-06,"pData_Intersection","RSF"
"1017","ENSG00000040199",0.000144406785420048,"pData_Intersection","RSF"
"1018","ENSG00000042753",0.000335533413181821,"pData_Intersection","RSF"
"1019","ENSG00000042832",0.000479940198601869,"pData_Intersection","RSF"
"1020","ENSG00000042980",1.69890335788292e-05,"pData_Intersection","RSF"
"1021","ENSG00000047936",0.00016564307739364,"pData_Intersection","RSF"
"1022","ENSG00000048028",0.000339780671576584,"pData_Intersection","RSF"
"1023","ENSG00000049540",0.000101934201472975,"pData_Intersection","RSF"
"1024","ENSG00000049541",4.2472583947073e-05,"pData_Intersection","RSF"
"1025","ENSG00000049656",8.91924262889088e-05,"pData_Intersection","RSF"
"1026","ENSG00000050555",0.00167341980751434,"pData_Intersection","RSF"
"1027","ENSG00000052126",4.2472583947073e-05,"pData_Intersection","RSF"
"1028","ENSG00000052723",5.94616175259022e-05,"pData_Intersection","RSF"
"1029","ENSG00000053747",0.000284566312445333,"pData_Intersection","RSF"
"1030","ENSG00000053918",0.000174137594183055,"pData_Intersection","RSF"
"1031","ENSG00000054392",7.64506511047314e-05,"pData_Intersection","RSF"
"1032","ENSG00000058063",0.000284566312445333,"pData_Intersection","RSF"
"1033","ENSG00000059377",2.54835503682438e-05,"pData_Intersection","RSF"
"1034","ENSG00000059758",5.94616175259022e-05,"pData_Intersection","RSF"
"1035","ENSG00000060718",0.000603110692048325,"pData_Intersection","RSF"
"1036","ENSG00000061492",0.000237846470103609,"pData_Intersection","RSF"
"1037","ENSG00000061936",0.000233599211708846,"pData_Intersection","RSF"
"1038","ENSG00000061938",0.000216610178130017,"pData_Intersection","RSF"
"1039","ENSG00000062038",0.000288813570840096,"pData_Intersection","RSF"
"1040","ENSG00000062598",0.000297308087629511,"pData_Intersection","RSF"
"1041","ENSG00000062725",2.54835503682438e-05,"pData_Intersection","RSF"
"1042","ENSG00000062822",0.000101934201472975,"pData_Intersection","RSF"
"1043","ENSG00000063015",0.000114675976657153,"pData_Intersection","RSF"
"1044","ENSG00000064300",2.1236291973592e-05,"pData_Intersection","RSF"
"1045","ENSG00000064419",3.39780671576584e-05,"pData_Intersection","RSF"
"1046","ENSG00000064547",5.09671007364876e-05,"pData_Intersection","RSF"
"1047","ENSG00000064607",0.000229351953314194,"pData_Intersection","RSF"
"1048","ENSG00000064763",0.000178384852577707,"pData_Intersection","RSF"
"1049","ENSG00000064995",0.00011042871826239,"pData_Intersection","RSF"
"1050","ENSG00000065060",0.000208115661340713,"pData_Intersection","RSF"
"1051","ENSG00000065154",0.000246340986893023,"pData_Intersection","RSF"
"1052","ENSG00000067191",0.00119347960891247,"pData_Intersection","RSF"
"1053","ENSG00000067208",0.000131665010235982,"pData_Intersection","RSF"
"1054","ENSG00000067900",5.09671007364876e-05,"pData_Intersection","RSF"
"1055","ENSG00000067955",0.000114675976657153,"pData_Intersection","RSF"
"1056","ENSG00000068745",2.1236291973592e-05,"pData_Intersection","RSF"
"1057","ENSG00000068903",0.000157148560604226,"pData_Intersection","RSF"
"1058","ENSG00000068912",0.00024209372849826,"pData_Intersection","RSF"
"1059","ENSG00000069535",9.76869430783234e-05,"pData_Intersection","RSF"
"1060","ENSG00000070388",0.000123170493446567,"pData_Intersection","RSF"
"1061","ENSG00000070404",0.00138460623667425,"pData_Intersection","RSF"
"1062","ENSG00000070495",3.82253255524212e-05,"pData_Intersection","RSF"
"1063","ENSG00000070814",8.4945167894146e-06,"pData_Intersection","RSF"
"1064","ENSG00000071575",0.00020386840294595,"pData_Intersection","RSF"
"1065","ENSG00000072041",4.24725839476281e-06,"pData_Intersection","RSF"
"1066","ENSG00000072210",0.000178384852577707,"pData_Intersection","RSF"
"1067","ENSG00000072274",0.000157148560604226,"pData_Intersection","RSF"
"1068","ENSG00000072364",4.2472583947073e-05,"pData_Intersection","RSF"
"1069","ENSG00000072506",0.000390747772313071,"pData_Intersection","RSF"
"1070","ENSG00000072958",0.000335533413181821,"pData_Intersection","RSF"
"1071","ENSG00000073803",8.4945167894146e-05,"pData_Intersection","RSF"
"1072","ENSG00000074603",0.000428973097865382,"pData_Intersection","RSF"
"1073","ENSG00000074803",0.000131665010235982,"pData_Intersection","RSF"
"1074","ENSG00000075223",2.54835503682438e-05,"pData_Intersection","RSF"
"1075","ENSG00000075891",2.54835503682438e-05,"pData_Intersection","RSF"
"1076","ENSG00000076201",0.00136761720309542,"pData_Intersection","RSF"
"1077","ENSG00000076344",0.000250588245287675,"pData_Intersection","RSF"
"1078","ENSG00000076554",3.39780671576584e-05,"pData_Intersection","RSF"
"1079","ENSG00000076685",0.000161395818998877,"pData_Intersection","RSF"
"1080","ENSG00000077080",4.24725839476281e-06,"pData_Intersection","RSF"
"1081","ENSG00000077264",0.000564885366496015,"pData_Intersection","RSF"
"1082","ENSG00000077312",0.000361016963550065,"pData_Intersection","RSF"
"1083","ENSG00000077616",0.000216610178130017,"pData_Intersection","RSF"
"1084","ENSG00000078295",0.000322791637997755,"pData_Intersection","RSF"
"1085","ENSG00000079150",2.54835503682438e-05,"pData_Intersection","RSF"
"1086","ENSG00000079459",1.27417751841774e-05,"pData_Intersection","RSF"
"1087","ENSG00000079950",0.000144406785420048,"pData_Intersection","RSF"
"1088","ENSG00000080546",0.000849451678941349,"pData_Intersection","RSF"
"1089","ENSG00000080815",0.000114675976657153,"pData_Intersection","RSF"
"1090","ENSG00000080819",4.24725839476281e-06,"pData_Intersection","RSF"
"1091","ENSG00000080839",0.000246340986893023,"pData_Intersection","RSF"
"1092","ENSG00000081014",0.00025908276207709,"pData_Intersection","RSF"
"1093","ENSG00000081138",0.000199621144551299,"pData_Intersection","RSF"
"1094","ENSG00000081189",0.000233599211708846,"pData_Intersection","RSF"
"1095","ENSG00000081923",0.000140159527025396,"pData_Intersection","RSF"
"1096","ENSG00000082701",4.24725839476281e-06,"pData_Intersection","RSF"
"1097","ENSG00000083093",0.000140159527025396,"pData_Intersection","RSF"
"1098","ENSG00000083635",0.00016564307739364,"pData_Intersection","RSF"
"1099","ENSG00000085377",0.000293060829234748,"pData_Intersection","RSF"
"1100","ENSG00000085662",5.09671007364876e-05,"pData_Intersection","RSF"
"1101","ENSG00000085719",0.000106181459867738,"pData_Intersection","RSF"
"1102","ENSG00000085733",0.000135912268630634,"pData_Intersection","RSF"
"1103","ENSG00000086991",0.00104057830670312,"pData_Intersection","RSF"
"1104","ENSG00000087076",7.22033927100796e-05,"pData_Intersection","RSF"
"1105","ENSG00000087586",0.000191126627761884,"pData_Intersection","RSF"
"1106","ENSG00000088179",0.000123170493446567,"pData_Intersection","RSF"
"1107","ENSG00000088298",0.000301555346024163,"pData_Intersection","RSF"
"1108","ENSG00000088325",0.000921655071651317,"pData_Intersection","RSF"
"1109","ENSG00000088812",2.54835503682438e-05,"pData_Intersection","RSF"
"1110","ENSG00000088882",0.000331286154787169,"pData_Intersection","RSF"
"1111","ENSG00000088930",8.91924262889088e-05,"pData_Intersection","RSF"
"1112","ENSG00000089123",0.000127417751841219,"pData_Intersection","RSF"
"1113","ENSG00000089127",0.000123170493446567,"pData_Intersection","RSF"
"1114","ENSG00000089220",0.000662572309574228,"pData_Intersection","RSF"
"1115","ENSG00000089335",0.00024209372849826,"pData_Intersection","RSF"
"1116","ENSG00000089847",0.000101934201472975,"pData_Intersection","RSF"
"1117","ENSG00000090402",0.000140159527025396,"pData_Intersection","RSF"
"1118","ENSG00000090612",8.4945167894146e-06,"pData_Intersection","RSF"
"1119","ENSG00000090776",5.94616175259022e-05,"pData_Intersection","RSF"
"1120","ENSG00000090863",7.22033927100796e-05,"pData_Intersection","RSF"
"1121","ENSG00000090975",0.00050117649057535,"pData_Intersection","RSF"
"1122","ENSG00000090989",0.000212362919735365,"pData_Intersection","RSF"
"1123","ENSG00000091127",0.00020386840294595,"pData_Intersection","RSF"
"1124","ENSG00000091128",0.000552143591311838,"pData_Intersection","RSF"
"1125","ENSG00000091129",7.64506511047314e-05,"pData_Intersection","RSF"
"1126","ENSG00000091409",0.00035252244676065,"pData_Intersection","RSF"
"1127","ENSG00000091428",0.000127417751841219,"pData_Intersection","RSF"
"1128","ENSG00000091651",8.4945167894146e-06,"pData_Intersection","RSF"
"1129","ENSG00000091972",0.00035252244676065,"pData_Intersection","RSF"
"1130","ENSG00000091986",0.000246340986893023,"pData_Intersection","RSF"
"1131","ENSG00000092621",1.69890335788292e-05,"pData_Intersection","RSF"
"1132","ENSG00000093000",8.4945167894146e-06,"pData_Intersection","RSF"
"1133","ENSG00000093167",5.09671007364876e-05,"pData_Intersection","RSF"
"1134","ENSG00000094963",0.000195373886156536,"pData_Intersection","RSF"
"1135","ENSG00000095203",0.000237846470103609,"pData_Intersection","RSF"
"1136","ENSG00000095777",0.000288813570840096,"pData_Intersection","RSF"
"1137","ENSG00000097033",0.000454456648233625,"pData_Intersection","RSF"
"1138","ENSG00000099256",7.64506511047314e-05,"pData_Intersection","RSF"
"1139","ENSG00000099364",0.000216610178130017,"pData_Intersection","RSF"
"1140","ENSG00000099875",0.000101934201472975,"pData_Intersection","RSF"
"1141","ENSG00000099937",2.54835503682438e-05,"pData_Intersection","RSF"
"1142","ENSG00000099940",5.52143591312504e-05,"pData_Intersection","RSF"
"1143","ENSG00000100122",2.54835503682438e-05,"pData_Intersection","RSF"
"1144","ENSG00000100139",6.79561343153168e-05,"pData_Intersection","RSF"
"1145","ENSG00000100201",0.000254835503682438,"pData_Intersection","RSF"
"1146","ENSG00000100206",0.000386500513918309,"pData_Intersection","RSF"
"1147","ENSG00000100207",7.22033927100796e-05,"pData_Intersection","RSF"
"1148","ENSG00000100280",5.09671007364876e-05,"pData_Intersection","RSF"
"1149","ENSG00000100299",0.000267577278866504,"pData_Intersection","RSF"
"1150","ENSG00000100304",0.000373758738734242,"pData_Intersection","RSF"
"1151","ENSG00000100314",0.000148654043814811,"pData_Intersection","RSF"
"1152","ENSG00000100336",0.000101934201472975,"pData_Intersection","RSF"
"1153","ENSG00000100345",2.1236291973592e-05,"pData_Intersection","RSF"
"1154","ENSG00000100350",0.000280319054050682,"pData_Intersection","RSF"
"1155","ENSG00000100580",6.3708875920665e-05,"pData_Intersection","RSF"
"1156","ENSG00000100764",3.82253255524212e-05,"pData_Intersection","RSF"
"1157","ENSG00000100802",2.54835503682438e-05,"pData_Intersection","RSF"
"1158","ENSG00000100949",0.000539401816127771,"pData_Intersection","RSF"
"1159","ENSG00000100982",6.79561343153168e-05,"pData_Intersection","RSF"
"1160","ENSG00000100983",0.000488434715391284,"pData_Intersection","RSF"
"1161","ENSG00000100991",0.000361016963550065,"pData_Intersection","RSF"
"1162","ENSG00000100994",0.000598863433653674,"pData_Intersection","RSF"
"1163","ENSG00000100997",0.000921655071651317,"pData_Intersection","RSF"
"1164","ENSG00000101152",3.39780671576584e-05,"pData_Intersection","RSF"
"1165","ENSG00000101180",0.000267577278866504,"pData_Intersection","RSF"
"1166","ENSG00000101198",0.000344027929971236,"pData_Intersection","RSF"
"1167","ENSG00000101204",0.000118923235051804,"pData_Intersection","RSF"
"1168","ENSG00000101210",6.3708875920665e-05,"pData_Intersection","RSF"
"1169","ENSG00000101310",2.1236291973592e-05,"pData_Intersection","RSF"
"1170","ENSG00000101367",0.000581874400074844,"pData_Intersection","RSF"
"1171","ENSG00000101473",0.00108305089065019,"pData_Intersection","RSF"
"1172","ENSG00000101544",0.000403489547497138,"pData_Intersection","RSF"
"1173","ENSG00000101546",0.000208115661340713,"pData_Intersection","RSF"
"1174","ENSG00000101665",0.00016564307739364,"pData_Intersection","RSF"
"1175","ENSG00000101843",1.27417751841774e-05,"pData_Intersection","RSF"
"1176","ENSG00000101846",0.000403489547497138,"pData_Intersection","RSF"
"1177","ENSG00000101981",0.000225104694919431,"pData_Intersection","RSF"
"1178","ENSG00000102032",8.4945167894146e-06,"pData_Intersection","RSF"
"1179","ENSG00000102172",2.54835503682438e-05,"pData_Intersection","RSF"
"1180","ENSG00000102243",3.82253255524212e-05,"pData_Intersection","RSF"
"1181","ENSG00000102359",0.000947138622019561,"pData_Intersection","RSF"
"1182","ENSG00000102384",1.69890335788292e-05,"pData_Intersection","RSF"
"1183","ENSG00000102805",0.000225104694919431,"pData_Intersection","RSF"
"1184","ENSG00000103126",0.000284566312445333,"pData_Intersection","RSF"
"1185","ENSG00000103184",3.82253255524212e-05,"pData_Intersection","RSF"
"1186","ENSG00000103248",0.000543649074522423,"pData_Intersection","RSF"
"1187","ENSG00000103342",6.3708875920665e-05,"pData_Intersection","RSF"
"1188","ENSG00000103355",2.1236291973592e-05,"pData_Intersection","RSF"
"1189","ENSG00000103496",0.000301555346024163,"pData_Intersection","RSF"
"1190","ENSG00000103507",0.000106181459867738,"pData_Intersection","RSF"
"1191","ENSG00000103591",5.09671007364876e-05,"pData_Intersection","RSF"
"1192","ENSG00000103642",3.82253255524212e-05,"pData_Intersection","RSF"
"1193","ENSG00000104043",0.000123170493446567,"pData_Intersection","RSF"
"1194","ENSG00000104131",5.52143591312504e-05,"pData_Intersection","RSF"
"1195","ENSG00000104408",5.09671007364876e-05,"pData_Intersection","RSF"
"1196","ENSG00000104537",0.000394995030707723,"pData_Intersection","RSF"
"1197","ENSG00000104722",0.000471445681812455,"pData_Intersection","RSF"
"1198","ENSG00000104823",0.000445962131444211,"pData_Intersection","RSF"
"1199","ENSG00000104824",3.39780671576584e-05,"pData_Intersection","RSF"
"1200","ENSG00000105058",4.2472583947073e-05,"pData_Intersection","RSF"
"1201","ENSG00000105223",6.79561343153168e-05,"pData_Intersection","RSF"
"1202","ENSG00000105355",0.000883429746098896,"pData_Intersection","RSF"
"1203","ENSG00000105357",7.22033927100796e-05,"pData_Intersection","RSF"
"1204","ENSG00000105379",0.000161395818998877,"pData_Intersection","RSF"
"1205","ENSG00000105464",1.27417751841774e-05,"pData_Intersection","RSF"
"1206","ENSG00000105662",0.000339780671576584,"pData_Intersection","RSF"
"1207","ENSG00000105819",0.000445962131444211,"pData_Intersection","RSF"
"1208","ENSG00000106018",2.1236291973592e-05,"pData_Intersection","RSF"
"1209","ENSG00000106070",0.000178384852577707,"pData_Intersection","RSF"
"1210","ENSG00000106123",0.000467198423417692,"pData_Intersection","RSF"
"1211","ENSG00000106144",0.000819720870178342,"pData_Intersection","RSF"
"1212","ENSG00000106258",9.76869430783234e-05,"pData_Intersection","RSF"
"1213","ENSG00000106333",5.09671007364876e-05,"pData_Intersection","RSF"
"1214","ENSG00000106638",0.000394995030707723,"pData_Intersection","RSF"
"1215","ENSG00000106993",0.000688055859942471,"pData_Intersection","RSF"
"1216","ENSG00000107018",2.54835503682438e-05,"pData_Intersection","RSF"
"1217","ENSG00000107159",0.000101934201472975,"pData_Intersection","RSF"
"1218","ENSG00000107242",0.000339780671576584,"pData_Intersection","RSF"
"1219","ENSG00000107262",2.97308087630066e-05,"pData_Intersection","RSF"
"1220","ENSG00000107282",8.4945167894146e-05,"pData_Intersection","RSF"
"1221","ENSG00000107438",4.24725839476281e-06,"pData_Intersection","RSF"
"1222","ENSG00000107560",0.000169890335788292,"pData_Intersection","RSF"
"1223","ENSG00000107798",0.000157148560604226,"pData_Intersection","RSF"
"1224","ENSG00000107937",1.27417751841774e-05,"pData_Intersection","RSF"
"1225","ENSG00000108176",0.000148654043814811,"pData_Intersection","RSF"
"1226","ENSG00000108465",0.000305802604418925,"pData_Intersection","RSF"
"1227","ENSG00000108582",9.76869430783234e-05,"pData_Intersection","RSF"
"1228","ENSG00000108669",1.27417751841774e-05,"pData_Intersection","RSF"
"1229","ENSG00000108702",2.54835503682438e-05,"pData_Intersection","RSF"
"1230","ENSG00000108773",0.000118923235051804,"pData_Intersection","RSF"
"1231","ENSG00000108821",0.000900418779677725,"pData_Intersection","RSF"
"1232","ENSG00000108924",0.00020386840294595,"pData_Intersection","RSF"
"1233","ENSG00000109390",2.1236291973592e-05,"pData_Intersection","RSF"
"1234","ENSG00000109805",2.97308087630066e-05,"pData_Intersection","RSF"
"1235","ENSG00000109881",0.000479940198601869,"pData_Intersection","RSF"
"1236","ENSG00000109991",8.06979094994942e-05,"pData_Intersection","RSF"
"1237","ENSG00000110245",0.00011042871826239,"pData_Intersection","RSF"
"1238","ENSG00000110321",0.000106181459867738,"pData_Intersection","RSF"
"1239","ENSG00000110435",0.000789990061415446,"pData_Intersection","RSF"
