"","feature","value","dataset","model_class"
"423","ENSG00000137171",0.000280319054050571,"Intersection","RSF"
"424","ENSG00000137409",5.09671007363766e-05,"Intersection","RSF"
"425","ENSG00000137501",0.000433220356260033,"Intersection","RSF"
"426","ENSG00000137573",1.27417751840664e-05,"Intersection","RSF"
"427","ENSG00000137675",0.000174137594182944,"Intersection","RSF"
"428","ENSG00000137817",7.64506511046203e-05,"Intersection","RSF"
"429","ENSG00000137841",0.000191126627761773,"Intersection","RSF"
"430","ENSG00000137941",8.91924262887978e-05,"Intersection","RSF"
"431","ENSG00000137960",0.000127417751841108,"Intersection","RSF"
"432","ENSG00000138035",0.000229351953314083,"Intersection","RSF"
"433","ENSG00000138075",0.000246340986892912,"Intersection","RSF"
"434","ENSG00000138109",9.76869430782124e-05,"Intersection","RSF"
"435","ENSG00000138131",0.000220857436524668,"Intersection","RSF"
"436","ENSG00000138136",0.000433220356260033,"Intersection","RSF"
"437","ENSG00000138160",5.94616175257912e-05,"Intersection","RSF"
"438","ENSG00000138311",0.000169890335788181,"Intersection","RSF"
"439","ENSG00000138356",0.000344027929971125,"Intersection","RSF"
"440","ENSG00000138375",0.000135912268630523,"Intersection","RSF"
"441","ENSG00000138442",0.000501176490575239,"Intersection","RSF"
"442","ENSG00000138669",4.24725839465179e-06,"Intersection","RSF"
"443","ENSG00000138764",0.000518165524154068,"Intersection","RSF"
"444","ENSG00000138794",8.91924262887978e-05,"Intersection","RSF"
"445","ENSG00000139117",0.000208115661340602,"Intersection","RSF"
"446","ENSG00000139323",0.000106181459867627,"Intersection","RSF"
"447","ENSG00000139926",0.00106606185707125,"Intersection","RSF"
"448","ENSG00000139946",9.34396846834495e-05,"Intersection","RSF"
"449","ENSG00000139977",0.0001486540438147,"Intersection","RSF"
"450","ENSG00000140259",0.000127417751841108,"Intersection","RSF"
"451","ENSG00000140323",8.91924262887978e-05,"Intersection","RSF"
"452","ENSG00000140332",9.76869430782124e-05,"Intersection","RSF"
"453","ENSG00000140525",0.000114675976657042,"Intersection","RSF"
"454","ENSG00000140553",2.1236291973481e-05,"Intersection","RSF"
"455","ENSG00000140575",0.000144406785419937,"Intersection","RSF"
"456","ENSG00000140854",0.00133363913593776,"Intersection","RSF"
"457","ENSG00000140876",0.000747517477468262,"Intersection","RSF"
"458","ENSG00000140931",0.000144406785419937,"Intersection","RSF"
"459","ENSG00000140943",0.000216610178130017,"Intersection","RSF"
"460","ENSG00000140990",0.000106181459867627,"Intersection","RSF"
"461","ENSG00000141127",0.000318544379602881,"Intersection","RSF"
"462","ENSG00000141198",0.000598863433653563,"Intersection","RSF"
"463","ENSG00000141200",0.000152901302209352,"Intersection","RSF"
"464","ENSG00000141314",6.3708875920554e-05,"Intersection","RSF"
"465","ENSG00000141380",2.54835503682438e-05,"Intersection","RSF"
"466","ENSG00000141384",0.000713539410310604,"Intersection","RSF"
"467","ENSG00000141448",8.91924262887978e-05,"Intersection","RSF"
"468","ENSG00000141522",0.000348275188365887,"Intersection","RSF"
"469","ENSG00000141574",8.49451678940349e-05,"Intersection","RSF"
"470","ENSG00000141736",5.52143591311394e-05,"Intersection","RSF"
"471","ENSG00000141756",0.000106181459867627,"Intersection","RSF"
"472","ENSG00000142687",5.94616175257912e-05,"Intersection","RSF"
"473","ENSG00000142864",2.1236291973481e-05,"Intersection","RSF"
"474","ENSG00000143198",0.000212362919735254,"Intersection","RSF"
"475","ENSG00000143228",0.00111702895780774,"Intersection","RSF"
"476","ENSG00000143520",0.00136761720309531,"Intersection","RSF"
"477","ENSG00000143553",7.64506511046203e-05,"Intersection","RSF"
"478","ENSG00000143643",4.24725839465179e-06,"Intersection","RSF"
"479","ENSG00000143882",6.79561343152058e-05,"Intersection","RSF"
"480","ENSG00000143952",6.3708875920554e-05,"Intersection","RSF"
"481","ENSG00000144118",8.49451678940349e-05,"Intersection","RSF"
"482","ENSG00000144136",0.000178384852577596,"Intersection","RSF"
"483","ENSG00000144331",0.000123170493446456,"Intersection","RSF"
"484","ENSG00000144645",1.69890335788292e-05,"Intersection","RSF"
"485","ENSG00000144749",0.000123170493446456,"Intersection","RSF"
"486","ENSG00000144791",6.3708875920554e-05,"Intersection","RSF"
"487","ENSG00000144834",8.06979094993832e-05,"Intersection","RSF"
"488","ENSG00000144852",0.000110428718262279,"Intersection","RSF"
"489","ENSG00000145332",0.00195798611995956,"Intersection","RSF"
"490","ENSG00000145362",6.3708875920554e-05,"Intersection","RSF"
"491","ENSG00000145536",8.06979094993832e-05,"Intersection","RSF"
"492","ENSG00000145715",4.24725839465179e-06,"Intersection","RSF"
"493","ENSG00000145730",6.79561343152058e-05,"Intersection","RSF"
"494","ENSG00000146242",0.000191126627761773,"Intersection","RSF"
"495","ENSG00000146247",0.000220857436524668,"Intersection","RSF"
"496","ENSG00000146385",0.000598863433653563,"Intersection","RSF"
"497","ENSG00000146731",0.000959880397203516,"Intersection","RSF"
"498","ENSG00000147041",3.82253255523102e-05,"Intersection","RSF"
"499","ENSG00000147059",0.000700797635126427,"Intersection","RSF"
"500","ENSG00000147381",4.24725839465179e-06,"Intersection","RSF"
"501","ENSG00000147416",0.000267577278866393,"Intersection","RSF"
"502","ENSG00000147457",4.24725839465179e-06,"Intersection","RSF"
"503","ENSG00000147481",0.000327038896392295,"Intersection","RSF"
"504","ENSG00000147485",0.000114675976657042,"Intersection","RSF"
"505","ENSG00000147570",0.000433220356260033,"Intersection","RSF"
"506","ENSG00000147573",0.000114675976657042,"Intersection","RSF"
"507","ENSG00000147650",0.000518165524154068,"Intersection","RSF"
"508","ENSG00000147679",5.52143591311394e-05,"Intersection","RSF"
"509","ENSG00000147724",8.91924262887978e-05,"Intersection","RSF"
"510","ENSG00000148339",8.4945167894146e-06,"Intersection","RSF"
"511","ENSG00000148396",0.000671066826363531,"Intersection","RSF"
"512","ENSG00000148498",3.82253255523102e-05,"Intersection","RSF"
"513","ENSG00000148513",2.54835503682438e-05,"Intersection","RSF"
"514","ENSG00000148798",9.76869430782124e-05,"Intersection","RSF"
"515","ENSG00000148824",5.94616175257912e-05,"Intersection","RSF"
"516","ENSG00000148834",0.000195373886156425,"Intersection","RSF"
"517","ENSG00000148843",0.000293060829234637,"Intersection","RSF"
"518","ENSG00000148926",0.000152901302209352,"Intersection","RSF"
"519","ENSG00000149089",5.94616175257912e-05,"Intersection","RSF"
"520","ENSG00000149294",4.24725839465179e-06,"Intersection","RSF"
"521","ENSG00000149308",4.2472583946962e-05,"Intersection","RSF"
"522","ENSG00000149573",0.000968374913992931,"Intersection","RSF"
"523","ENSG00000149679",0.000157148560604115,"Intersection","RSF"
"524","ENSG00000150459",0.00172863416664537,"Intersection","RSF"
"525","ENSG00000150712",1.69890335788292e-05,"Intersection","RSF"
"526","ENSG00000150722",0.000169890335788181,"Intersection","RSF"
"527","ENSG00000150773",0.00122321041767537,"Intersection","RSF"
"528","ENSG00000150893",4.24725839465179e-06,"Intersection","RSF"
"529","ENSG00000151005",2.1236291973481e-05,"Intersection","RSF"
"530","ENSG00000151376",0.000259082762076979,"Intersection","RSF"
"531","ENSG00000151468",0.000327038896392295,"Intersection","RSF"
"532","ENSG00000151789",4.24725839465179e-06,"Intersection","RSF"
"533","ENSG00000152147",0.000101934201472864,"Intersection","RSF"
"534","ENSG00000152315",5.52143591311394e-05,"Intersection","RSF"
"535","ENSG00000152332",0.00154600205567301,"Intersection","RSF"
"536","ENSG00000152348",2.54835503682438e-05,"Intersection","RSF"
"537","ENSG00000152402",0.00018687936936701,"Intersection","RSF"
"538","ENSG00000152492",0.000590368916864148,"Intersection","RSF"
"539","ENSG00000152580",2.54835503682438e-05,"Intersection","RSF"
"540","ENSG00000152669",7.64506511046203e-05,"Intersection","RSF"
"541","ENSG00000152767",0.000169890335788181,"Intersection","RSF"
"542","ENSG00000152939",4.24725839465179e-06,"Intersection","RSF"
"543","ENSG00000153214",2.97308087628956e-05,"Intersection","RSF"
"544","ENSG00000153233",4.67198423417248e-05,"Intersection","RSF"
"545","ENSG00000153250",0.000203868402945839,"Intersection","RSF"
"546","ENSG00000153721",7.22033927099686e-05,"Intersection","RSF"
"547","ENSG00000153904",0.000254835503682327,"Intersection","RSF"
"548","ENSG00000153922",0.00110428718262356,"Intersection","RSF"
"549","ENSG00000153993",7.22033927099686e-05,"Intersection","RSF"
"550","ENSG00000154133",0.000157148560604115,"Intersection","RSF"
"551","ENSG00000154237",2.97308087628956e-05,"Intersection","RSF"
"552","ENSG00000154380",1.69890335788292e-05,"Intersection","RSF"
"553","ENSG00000154639",1.69890335788292e-05,"Intersection","RSF"
"554","ENSG00000155011",7.22033927099686e-05,"Intersection","RSF"
"555","ENSG00000155229",2.97308087628956e-05,"Intersection","RSF"
"556","ENSG00000155256",0.000114675976657042,"Intersection","RSF"
"557","ENSG00000155269",0.000331286154787058,"Intersection","RSF"
"558","ENSG00000155511",9.34396846834495e-05,"Intersection","RSF"
"559","ENSG00000155530",0.000293060829234637,"Intersection","RSF"
"560","ENSG00000155719",0.000543649074522312,"Intersection","RSF"
"561","ENSG00000155849",0.000101934201472864,"Intersection","RSF"
"562","ENSG00000156006",0.000118923235051693,"Intersection","RSF"
"563","ENSG00000156261",0.000450209389838863,"Intersection","RSF"
"564","ENSG00000156502",8.49451678940349e-05,"Intersection","RSF"
"565","ENSG00000156671",0.000110428718262279,"Intersection","RSF"
"566","ENSG00000156675",0.000331286154787058,"Intersection","RSF"
"567","ENSG00000156873",8.49451678940349e-05,"Intersection","RSF"
"568","ENSG00000157077",2.97308087628956e-05,"Intersection","RSF"
"569","ENSG00000157379",0.000199621144551188,"Intersection","RSF"
"570","ENSG00000157613",0.000203868402945839,"Intersection","RSF"
"571","ENSG00000157741",0.000144406785419937,"Intersection","RSF"
"572","ENSG00000157851",5.52143591311394e-05,"Intersection","RSF"
"573","ENSG00000157884",0.000237846470103498,"Intersection","RSF"
"574","ENSG00000157985",0.0001486540438147,"Intersection","RSF"
"575","ENSG00000158089",4.24725839465179e-06,"Intersection","RSF"
"576","ENSG00000158161",0.000131665010235871,"Intersection","RSF"
"577","ENSG00000158480",0.000705044893521189,"Intersection","RSF"
"578","ENSG00000158545",0.000135912268630523,"Intersection","RSF"
"579","ENSG00000158717",0.000420478581075856,"Intersection","RSF"
"580","ENSG00000158773",4.2472583946962e-05,"Intersection","RSF"
"581","ENSG00000158786",1.69890335788292e-05,"Intersection","RSF"
"582","ENSG00000158813",0.000276071795655808,"Intersection","RSF"
"583","ENSG00000159167",9.34396846834495e-05,"Intersection","RSF"
"584","ENSG00000159202",0.000208115661340602,"Intersection","RSF"
"585","ENSG00000159217",0.000246340986892912,"Intersection","RSF"
"586","ENSG00000159339",4.2472583946962e-05,"Intersection","RSF"
"587","ENSG00000159398",0.000127417751841108,"Intersection","RSF"
"588","ENSG00000159527",0.000208115661340602,"Intersection","RSF"
"589","ENSG00000159579",0.000399242289102375,"Intersection","RSF"
"590","ENSG00000159593",0.000254835503682327,"Intersection","RSF"
"591","ENSG00000159640",0.000399242289102375,"Intersection","RSF"
"592","ENSG00000159692",5.52143591311394e-05,"Intersection","RSF"
"593","ENSG00000159788",3.82253255523102e-05,"Intersection","RSF"
"594","ENSG00000159917",0.000152901302209352,"Intersection","RSF"
"595","ENSG00000160087",0.000267577278866393,"Intersection","RSF"
"596","ENSG00000160218",8.91924262887978e-05,"Intersection","RSF"
"597","ENSG00000160255",5.09671007363766e-05,"Intersection","RSF"
"598","ENSG00000160293",4.24725839465179e-06,"Intersection","RSF"
"599","ENSG00000160321",2.97308087628956e-05,"Intersection","RSF"
"600","ENSG00000160445",0.000123170493446456,"Intersection","RSF"
"601","ENSG00000160678",0.000310049862813466,"Intersection","RSF"
"602","ENSG00000160691",4.67198423417248e-05,"Intersection","RSF"
"603","ENSG00000160753",0.00174987045861896,"Intersection","RSF"
"604","ENSG00000160951",0.000288813570839985,"Intersection","RSF"
"605","ENSG00000160972",0.000683808601547709,"Intersection","RSF"
"606","ENSG00000161021",8.06979094993832e-05,"Intersection","RSF"
"607","ENSG00000161048",0.000157148560604115,"Intersection","RSF"
"608","ENSG00000161270",3.39780671575474e-05,"Intersection","RSF"
"609","ENSG00000161618",0.000509671007364654,"Intersection","RSF"
"610","ENSG00000161638",0.000127417751841108,"Intersection","RSF"
"611","ENSG00000161800",4.2472583946962e-05,"Intersection","RSF"
"612","ENSG00000162073",0.000110428718262279,"Intersection","RSF"
"613","ENSG00000162399",4.24725839465179e-06,"Intersection","RSF"
"614","ENSG00000162437",2.1236291973481e-05,"Intersection","RSF"
"615","ENSG00000162482",0.000208115661340602,"Intersection","RSF"
"616","ENSG00000162512",6.3708875920554e-05,"Intersection","RSF"
"617","ENSG00000162526",5.09671007363766e-05,"Intersection","RSF"
"618","ENSG00000162543",5.52143591311394e-05,"Intersection","RSF"
"619","ENSG00000162676",4.67198423417248e-05,"Intersection","RSF"
"620","ENSG00000162687",7.22033927099686e-05,"Intersection","RSF"
"621","ENSG00000162688",0.000127417751841108,"Intersection","RSF"
"622","ENSG00000162706",0.00040773680589179,"Intersection","RSF"
"623","ENSG00000162739",0.0002973080876294,"Intersection","RSF"
"624","ENSG00000162852",4.2472583946962e-05,"Intersection","RSF"
"625","ENSG00000162881",0.000131665010235871,"Intersection","RSF"
"626","ENSG00000162896",0.00033553341318171,"Intersection","RSF"
"627","ENSG00000162909",0.000501176490575239,"Intersection","RSF"
"628","ENSG00000162923",0.000305802604418814,"Intersection","RSF"
"629","ENSG00000162944",1.69890335788292e-05,"Intersection","RSF"
"630","ENSG00000162946",2.54835503682438e-05,"Intersection","RSF"
"631","ENSG00000162989",1.69890335788292e-05,"Intersection","RSF"
"632","ENSG00000163297",0.000110428718262279,"Intersection","RSF"
"633","ENSG00000163331",9.34396846834495e-05,"Intersection","RSF"
"634","ENSG00000163348",0.000225104694919431,"Intersection","RSF"
"635","ENSG00000163501",0.00115100702496529,"Intersection","RSF"
"636","ENSG00000163513",8.4945167894146e-06,"Intersection","RSF"
"637","ENSG00000163528",0.0002973080876294,"Intersection","RSF"
"638","ENSG00000163564",0.000101934201472864,"Intersection","RSF"
"639","ENSG00000163631",0.000144406785419937,"Intersection","RSF"
"640","ENSG00000163659",0.000789990061415335,"Intersection","RSF"
"641","ENSG00000163687",0.000123170493446456,"Intersection","RSF"
"642","ENSG00000163714",0.000280319054050571,"Intersection","RSF"
"643","ENSG00000163743",0.000169890335788181,"Intersection","RSF"
"644","ENSG00000163781",0.000220857436524668,"Intersection","RSF"
"645","ENSG00000163875",6.3708875920554e-05,"Intersection","RSF"
"646","ENSG00000163882",0.000157148560604115,"Intersection","RSF"
"647","ENSG00000163933",0.000488434715391173,"Intersection","RSF"
"648","ENSG00000163993",0.000118923235051693,"Intersection","RSF"
"649","ENSG00000164050",7.64506511046203e-05,"Intersection","RSF"
"650","ENSG00000164087",0.000178384852577596,"Intersection","RSF"
"651","ENSG00000164109",0.000250588245287564,"Intersection","RSF"
"652","ENSG00000164161",0.000169890335788181,"Intersection","RSF"
"653","ENSG00000164171",0.000250588245287564,"Intersection","RSF"
"654","ENSG00000164172",4.24725839465179e-06,"Intersection","RSF"
"655","ENSG00000164175",3.39780671575474e-05,"Intersection","RSF"
"656","ENSG00000164187",8.91924262887978e-05,"Intersection","RSF"
"657","ENSG00000164219",4.24725839465179e-06,"Intersection","RSF"
"658","ENSG00000164308",0.00055639084970649,"Intersection","RSF"
"659","ENSG00000164330",0.000505423748970002,"Intersection","RSF"
"660","ENSG00000164366",3.39780671575474e-05,"Intersection","RSF"
"661","ENSG00000164398",0.00033553341318171,"Intersection","RSF"
"662","ENSG00000164548",3.39780671575474e-05,"Intersection","RSF"
"663","ENSG00000164604",1.69890335788292e-05,"Intersection","RSF"
"664","ENSG00000164690",0.000165643077393529,"Intersection","RSF"
"665","ENSG00000164754",8.4945167894146e-06,"Intersection","RSF"
"666","ENSG00000164778",1.69890335788292e-05,"Intersection","RSF"
"667","ENSG00000164924",4.67198423417248e-05,"Intersection","RSF"
"668","ENSG00000164932",0.000509671007364654,"Intersection","RSF"
"669","ENSG00000164978",0.000169890335788181,"Intersection","RSF"
"670","ENSG00000165097",0.000331286154787058,"Intersection","RSF"
"671","ENSG00000165192",0.000101934201472864,"Intersection","RSF"
"672","ENSG00000165309",0.000169890335788181,"Intersection","RSF"
"673","ENSG00000165434",4.2472583946962e-05,"Intersection","RSF"
"674","ENSG00000165494",0.000131665010235871,"Intersection","RSF"
"675","ENSG00000165548",0.000305802604418814,"Intersection","RSF"
"676","ENSG00000165643",8.91924262887978e-05,"Intersection","RSF"
"677","ENSG00000165655",0.000365264221944717,"Intersection","RSF"
"678","ENSG00000165695",3.39780671575474e-05,"Intersection","RSF"
"679","ENSG00000165895",0.000110428718262279,"Intersection","RSF"
"680","ENSG00000165948",4.24725839465179e-06,"Intersection","RSF"
"681","ENSG00000166130",8.4945167894146e-06,"Intersection","RSF"
"682","ENSG00000166145",0.000361016963549954,"Intersection","RSF"
"683","ENSG00000166189",0.000225104694919431,"Intersection","RSF"
"684","ENSG00000166313",6.3708875920554e-05,"Intersection","RSF"
"685","ENSG00000166341",4.2472583946962e-05,"Intersection","RSF"
"686","ENSG00000166557",4.24725839465179e-06,"Intersection","RSF"
"687","ENSG00000166965",0.000110428718262279,"Intersection","RSF"
"688","ENSG00000167065",4.67198423417248e-05,"Intersection","RSF"
"689","ENSG00000167074",0.000127417751841108,"Intersection","RSF"
"690","ENSG00000167085",0.000356769705155302,"Intersection","RSF"
"691","ENSG00000167136",0.0001486540438147,"Intersection","RSF"
"692","ENSG00000167419",3.39780671575474e-05,"Intersection","RSF"
"693","ENSG00000167468",3.39780671575474e-05,"Intersection","RSF"
"694","ENSG00000167535",0.000152901302209352,"Intersection","RSF"
"695","ENSG00000167565",0.0001486540438147,"Intersection","RSF"
"696","ENSG00000167642",0.000276071795655808,"Intersection","RSF"
"697","ENSG00000167700",0.000157148560604115,"Intersection","RSF"
"698","ENSG00000167977",2.54835503682438e-05,"Intersection","RSF"
"699","ENSG00000168056",8.4945167894146e-06,"Intersection","RSF"
"700","ENSG00000168061",0.000157148560604115,"Intersection","RSF"
"701","ENSG00000168158",1.27417751840664e-05,"Intersection","RSF"
"702","ENSG00000168268",1.27417751840664e-05,"Intersection","RSF"
"703","ENSG00000168348",0.000161395818998766,"Intersection","RSF"
"704","ENSG00000168374",0.000157148560604115,"Intersection","RSF"
"705","ENSG00000168386",5.52143591311394e-05,"Intersection","RSF"
"706","ENSG00000168412",8.06979094993832e-05,"Intersection","RSF"
"707","ENSG00000168418",0.000118923235051693,"Intersection","RSF"
"708","ENSG00000168477",0.000233599211708846,"Intersection","RSF"
"709","ENSG00000168589",2.54835503682438e-05,"Intersection","RSF"
"710","ENSG00000168615",8.4945167894146e-06,"Intersection","RSF"
"711","ENSG00000168769",0.000403489547497027,"Intersection","RSF"
"712","ENSG00000168875",2.97308087628956e-05,"Intersection","RSF"
"713","ENSG00000168890",0.000106181459867627,"Intersection","RSF"
"714","ENSG00000168936",4.24725839465179e-06,"Intersection","RSF"
"715","ENSG00000168952",0.000734775702284085,"Intersection","RSF"
"716","ENSG00000168958",4.24725839465179e-06,"Intersection","RSF"
"717","ENSG00000169217",8.4945167894146e-06,"Intersection","RSF"
"718","ENSG00000169230",1.69890335788292e-05,"Intersection","RSF"
"719","ENSG00000169314",0.000276071795655808,"Intersection","RSF"
"720","ENSG00000169398",0.000165643077393529,"Intersection","RSF"
"721","ENSG00000169432",4.2472583946962e-05,"Intersection","RSF"
"722","ENSG00000169504",0.000318544379602881,"Intersection","RSF"
"723","ENSG00000169727",0.00024209372849826,"Intersection","RSF"
"724","ENSG00000169896",1.27417751840664e-05,"Intersection","RSF"
"725","ENSG00000169946",0.000182632110972358,"Intersection","RSF"
"726","ENSG00000169957",0.00018687936936701,"Intersection","RSF"
"727","ENSG00000169981",4.24725839465179e-06,"Intersection","RSF"
"728","ENSG00000169989",0.00024209372849826,"Intersection","RSF"
"729","ENSG00000170035",0.000458703906628277,"Intersection","RSF"
"730","ENSG00000170373",0.000276071795655808,"Intersection","RSF"
"731","ENSG00000170374",4.24725839465179e-06,"Intersection","RSF"
"732","ENSG00000170425",0.000144406785419937,"Intersection","RSF"
"733","ENSG00000170471",0.000165643077393529,"Intersection","RSF"
"734","ENSG00000170500",0.000101934201472864,"Intersection","RSF"
"735","ENSG00000170852",0.000705044893521189,"Intersection","RSF"
"736","ENSG00000170892",0.000208115661340602,"Intersection","RSF"
"737","ENSG00000170893",0.00219583259006306,"Intersection","RSF"
"738","ENSG00000170909",9.34396846834495e-05,"Intersection","RSF"
"739","ENSG00000170917",0.000305802604418814,"Intersection","RSF"
"740","ENSG00000170967",0.000250588245287564,"Intersection","RSF"
"741","ENSG00000171100",0.000212362919735254,"Intersection","RSF"
"742","ENSG00000171425",0.000441714873049448,"Intersection","RSF"
"743","ENSG00000171451",0.000250588245287564,"Intersection","RSF"
"744","ENSG00000171649",9.34396846834495e-05,"Intersection","RSF"
"745","ENSG00000171763",0.000760259252652329,"Intersection","RSF"
"746","ENSG00000171777",0.000106181459867627,"Intersection","RSF"
"747","ENSG00000172164",3.82253255523102e-05,"Intersection","RSF"
"748","ENSG00000172465",7.22033927099686e-05,"Intersection","RSF"
"749","ENSG00000172568",0.000110428718262279,"Intersection","RSF"
"750","ENSG00000172578",4.24725839465179e-06,"Intersection","RSF"
"751","ENSG00000172638",2.54835503682438e-05,"Intersection","RSF"
"752","ENSG00000172667",0.000492681973785825,"Intersection","RSF"
"753","ENSG00000172728",0.000369511480339368,"Intersection","RSF"
"754","ENSG00000172752",3.39780671575474e-05,"Intersection","RSF"
"755","ENSG00000172869",7.22033927099686e-05,"Intersection","RSF"
"756","ENSG00000172927",7.22033927099686e-05,"Intersection","RSF"
"757","ENSG00000172932",9.76869430782124e-05,"Intersection","RSF"
"758","ENSG00000173175",1.69890335788292e-05,"Intersection","RSF"
"759","ENSG00000173227",0.000458703906628277,"Intersection","RSF"
"760","ENSG00000173261",6.79561343152058e-05,"Intersection","RSF"
"761","ENSG00000173269",0.00083670990375706,"Intersection","RSF"
"762","ENSG00000173389",4.24725839465179e-06,"Intersection","RSF"
"763","ENSG00000173404",6.3708875920554e-05,"Intersection","RSF"
"764","ENSG00000173480",6.79561343152058e-05,"Intersection","RSF"
"765","ENSG00000173599",0.000233599211708846,"Intersection","RSF"
"766","ENSG00000173726",1.27417751840664e-05,"Intersection","RSF"
"767","ENSG00000173786",0.0001486540438147,"Intersection","RSF"
"768","ENSG00000173905",2.54835503682438e-05,"Intersection","RSF"
"769","ENSG00000174106",1.69890335788292e-05,"Intersection","RSF"
"770","ENSG00000174358",2.1236291973481e-05,"Intersection","RSF"
"771","ENSG00000174469",0.000246340986892912,"Intersection","RSF"
"772","ENSG00000174562",8.4945167894146e-06,"Intersection","RSF"
"773","ENSG00000174606",2.1236291973481e-05,"Intersection","RSF"
"774","ENSG00000174607",9.76869430782124e-05,"Intersection","RSF"
"775","ENSG00000174721",2.54835503682438e-05,"Intersection","RSF"
"776","ENSG00000174903",6.3708875920554e-05,"Intersection","RSF"
"777","ENSG00000175054",8.91924262887978e-05,"Intersection","RSF"
"778","ENSG00000175073",0.000110428718262279,"Intersection","RSF"
"779","ENSG00000175305",9.34396846834495e-05,"Intersection","RSF"
"780","ENSG00000175426",5.52143591311394e-05,"Intersection","RSF"
"781","ENSG00000175581",8.4945167894146e-06,"Intersection","RSF"
"782","ENSG00000175662",8.06979094993832e-05,"Intersection","RSF"
"783","ENSG00000175874",0.000135912268630523,"Intersection","RSF"
"784","ENSG00000175894",0.00100235298115059,"Intersection","RSF"
"785","ENSG00000176194",1.27417751840664e-05,"Intersection","RSF"
"786","ENSG00000176435",0.000747517477468262,"Intersection","RSF"
"787","ENSG00000176490",8.91924262887978e-05,"Intersection","RSF"
"788","ENSG00000177047",7.22033927099686e-05,"Intersection","RSF"
"789","ENSG00000177542",0.000424725839470619,"Intersection","RSF"
"790","ENSG00000177646",0.000637088759205873,"Intersection","RSF"
"791","ENSG00000177733",0.000220857436524668,"Intersection","RSF"
"792","ENSG00000177989",0.000598863433653563,"Intersection","RSF"
"793","ENSG00000177994",0.00033553341318171,"Intersection","RSF"
"794","ENSG00000178105",0.000110428718262279,"Intersection","RSF"
"795","ENSG00000178175",0.00108729814904474,"Intersection","RSF"
"796","ENSG00000178199",0.000157148560604115,"Intersection","RSF"
"797","ENSG00000178279",2.97308087628956e-05,"Intersection","RSF"
"798","ENSG00000178562",4.24725839465179e-06,"Intersection","RSF"
"799","ENSG00000178591",0.000454456648233514,"Intersection","RSF"
"800","ENSG00000178645",2.54835503682438e-05,"Intersection","RSF"
"801","ENSG00000178773",0.000310049862813466,"Intersection","RSF"
"802","ENSG00000178966",1.69890335788292e-05,"Intersection","RSF"
"803","ENSG00000179029",8.06979094993832e-05,"Intersection","RSF"
"804","ENSG00000179046",0.000191126627761773,"Intersection","RSF"
"805","ENSG00000179097",2.54835503682438e-05,"Intersection","RSF"
"806","ENSG00000179151",0.000322791637997644,"Intersection","RSF"
"807","ENSG00000179361",4.67198423417248e-05,"Intersection","RSF"
"808","ENSG00000179388",0.000271824537261156,"Intersection","RSF"
"809","ENSG00000179431",1.69890335788292e-05,"Intersection","RSF"
"810","ENSG00000179588",0.000165643077393529,"Intersection","RSF"
"811","ENSG00000179593",0.000424725839470619,"Intersection","RSF"
"812","ENSG00000179603",3.82253255523102e-05,"Intersection","RSF"
"813","ENSG00000179841",2.97308087628956e-05,"Intersection","RSF"
"814","ENSG00000179846",7.22033927099686e-05,"Intersection","RSF"
"815","ENSG00000180155",4.67198423417248e-05,"Intersection","RSF"
"816","ENSG00000180483",4.24725839465179e-06,"Intersection","RSF"
"817","ENSG00000180543",0.000161395818998766,"Intersection","RSF"
"818","ENSG00000180549",8.91924262887978e-05,"Intersection","RSF"
"819","ENSG00000180613",8.06979094993832e-05,"Intersection","RSF"
"820","ENSG00000180638",0.000195373886156425,"Intersection","RSF"
"821","ENSG00000180878",0.000127417751841108,"Intersection","RSF"
"822","ENSG00000181433",0.000212362919735254,"Intersection","RSF"
"823","ENSG00000181788",8.4945167894146e-06,"Intersection","RSF"
"824","ENSG00000181847",0.000989611205966523,"Intersection","RSF"
"825","ENSG00000182040",6.3708875920554e-05,"Intersection","RSF"
"826","ENSG00000182224",0.000259082762076979,"Intersection","RSF"
"827","ENSG00000182324",0.000530907299338246,"Intersection","RSF"
"828","ENSG00000182327",8.91924262887978e-05,"Intersection","RSF"
"829","ENSG00000182348",0.000450209389838863,"Intersection","RSF"
"830","ENSG00000182489",4.2472583946962e-05,"Intersection","RSF"
"831","ENSG00000182606",8.4945167894146e-06,"Intersection","RSF"
"832","ENSG00000182687",0.000976869430782346,"Intersection","RSF"
"833","ENSG00000182968",0.000208115661340602,"Intersection","RSF"
"834","ENSG00000183111",1.27417751840664e-05,"Intersection","RSF"
"835","ENSG00000183128",0.000208115661340602,"Intersection","RSF"
"836","ENSG00000183166",9.76869430782124e-05,"Intersection","RSF"
"837","ENSG00000183251",1.69890335788292e-05,"Intersection","RSF"
"838","ENSG00000183605",8.4945167894146e-06,"Intersection","RSF"
"839","ENSG00000183625",0.000140159527025285,"Intersection","RSF"
"840","ENSG00000183765",4.24725839465179e-06,"Intersection","RSF"
"841","ENSG00000183801",0.000310049862813466,"Intersection","RSF"
"842","ENSG00000183808",5.52143591311394e-05,"Intersection","RSF"
"843","ENSG00000184083",0.000416231322681204,"Intersection","RSF"
"844","ENSG00000184182",0.000479940198601758,"Intersection","RSF"
"845","ENSG00000184216",0.000934396846835273,"Intersection","RSF"
"846","ENSG00000184347",2.97308087628956e-05,"Intersection","RSF"
